sys_nm,species,cuid,cunamepse,region,GFE_ID,streamid,lat,lon
FOOTE CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1960.0,4307,54.03069736,-130.4211647
FOOTE CREEK,Chum,220,Skeena Estuary,Skeena,1960.0,682,54.03069736,-130.4211647
FOOTSORE LAKE CREEK,Coho,215,Middle Skeena,Skeena,582.0,3304,55.72255869,-128.4585118
FOOTSORE LAKE CREEK - UPPER,Coho,215,Middle Skeena,Skeena,583.0,3305,55.73910089,-128.4860097
FORKS CREEK,Lake sockeye,180,Babine/Onerka,Skeena,600.0,6532,55.0481232,-126.3743652
FORTUNE CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,359.0,4331,54.30074319,-129.9956371
FOUR MILE CREEK,Lake sockeye,180,Babine/Onerka,Skeena,616.0,6460,54.46178203,-125.3129721
FULTON RIVER,Coho,215,Middle Skeena,Skeena,501254.0,2140,54.81431505,-126.1461941
FULTON RIVER,Lake sockeye,203,Babine (enhanced),Skeena,501254.0,5796,54.81431505,-126.1461941
FULTON RIVER,Chinook,222,Middle Skeena-Large Lakes,Skeena,501254.0,1408,54.81431505,-126.1461941
FULTON RIVER,Pink (even),218,Middle-Upper Skeena (even),Skeena,501254.0,3790,54.81431505,-126.1461941
FULTON RIVER,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,501254.0,4791,54.81431505,-126.1461941
FULTON RIVER - ABOVE WEIR,Chinook,222,Middle Skeena-Large Lakes,Skeena,2110.0,1663,54.81576489,-126.1635573
FULTON RIVER - ABOVE WEIR,Pink (even),218,Middle-Upper Skeena (even),Skeena,2110.0,4327,54.81576489,-126.1635573
FULTON RIVER - ABOVE WEIR,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,2110.0,5222,54.81576489,-126.1635573
FULTON RIVER - ABOVE WEIR,Lake sockeye,203,Babine (enhanced),Skeena,2110.0,6273,54.81576489,-126.1635573
FULTON RIVER - ABOVE WEIR,Coho,215,Middle Skeena,Skeena,2110.0,2871,54.81576489,-126.1635573
FULTON RIVER - BELOW WEIR,Lake sockeye,203,Babine (enhanced),Skeena,2111.0,6274,54.81431505,-126.1461941
FURLONG CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,515.0,4362,54.39202097,-128.5316822
FURLONG CREEK,Coho,202,Lower Skeena,Skeena,515.0,3088,54.39202097,-128.5316822
FURLONG CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,515.0,5322,54.39202097,-128.5316822
FURLONG CREEK,Lake sockeye,177,Lakelse,Skeena,515.0,6438,54.39202097,-128.5316822
GAINEY CREEK,Lake sockeye,177,Lakelse,Skeena,19724.0,6734,54.34930181,-128.574907
GEORGE CREEK,Coho,202,Lower Skeena,Skeena,2608.0,2817,54.76638007,-128.8094353
GEORGIE RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1778.0,4157,55.69848542,-130.1049531
GINGIT CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,653.0,4407,55.22193477,-129.1041126
GINLULAK CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,639.0,4395,55.0406884,-129.4890825
GITNADOIX RIVER,Chum,211,Lower Skeena,Skeena,460.0,891,54.31700084,-129.2075946
GITNADOIX RIVER,Chinook,210,Lower Skeena,Skeena,460.0,1849,54.31700084,-129.2075946
GITNADOIX RIVER,Pink (odd),209,Lower Skeena River (odd),Skeena,460.0,5409,54.31700084,-129.2075946
GITNADOIX RIVER,Coho,202,Lower Skeena,Skeena,460.0,3211,54.31700084,-129.2075946
GITNADOIX RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,460.0,4434,54.31700084,-129.2075946
GITZYON CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,654.0,4408,55.20671709,-129.0998626
GLACIER CREEK,Coho,202,Lower Skeena,Skeena,525.0,3097,54.66545349,-128.7275815
GLEN VOWELL CREEK,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,495.0,5309,55.31840379,-127.6758392
GLEN VOWELL CREEK,Pink (even),218,Middle-Upper Skeena (even),Skeena,495.0,4349,55.31840379,-127.6758392
GLEN VOWELL CREEK,Coho,215,Middle Skeena,Skeena,495.0,3071,55.31840379,-127.6758392
GOAT CREEK,Lake sockeye,176,Kitsumkalum,Skeena,527.0,6444,54.72299296,-128.7737736
GOAT CREEK,Chinook,207,Kalum-Late,Skeena,527.0,1799,54.72299296,-128.7737736
GOAT CREEK,Coho,202,Lower Skeena,Skeena,527.0,3099,54.72299296,-128.7737736
GOSNELL CREEK,Pink (even),218,Middle-Upper Skeena (even),Skeena,560.0,4468,54.20714557,-127.3467353
GOSNELL CREEK,Coho,215,Middle Skeena,Skeena,560.0,3284,54.20714557,-127.3467353
GOSNELL CREEK,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,560.0,5454,54.20714557,-127.3467353
GOSSEN CREEK,Coho,202,Lower Skeena,Skeena,2352.0,2836,54.56462235,-128.4369248
GULLWING CREEK,Lake sockeye,180,Babine/Onerka,Skeena,615.0,6459,54.4849767,-125.3662657
HAIDA BAY CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,414.0,4338,54.62434914,-130.4379266
HAROLD PRICE CREEK,Chum,214,Middle Skeena,Skeena,544.0,817,55.2769222,-127.168862
HAROLD PRICE CREEK,Coho,215,Middle Skeena,Skeena,544.0,3114,55.2769222,-127.168862
HAROLD PRICE CREEK,Pink (even),218,Middle-Upper Skeena (even),Skeena,544.0,4377,55.2769222,-127.168862
HAROLD PRICE CREEK,Chinook,217,Middle Skeena-Mainstem Tributaries,Skeena,544.0,1810,55.2769222,-127.168862
HATCHERY CREEK,Coho,202,Lower Skeena,Skeena,513.0,3086,54.37922454,-128.5507757
HATCHERY CREEK,Lake sockeye,177,Lakelse,Skeena,513.0,6436,54.37922454,-128.5507757
HATCHERY CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,513.0,5320,54.37922454,-128.5507757
HATCHERY CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,513.0,4360,54.37922454,-128.5507757
HAYS CREEK,Coho,225,Skeena Estuary,Skeena,1730.0,2610,54.32138706,-130.3082851
HAYS CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1730.0,4113,54.32138706,-130.3082851
HAYS CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1730.0,5009,54.32138706,-130.3082851
HAYWARD CREEK,Coho,202,Lower Skeena,Skeena,448.0,3202,54.04882976,-129.8447826
HAYWARD CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,448.0,4423,54.04882976,-129.8447826
HAYWARD CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,448.0,5397,54.04882976,-129.8447826
HAZELTON CREEK,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,494.0,5308,55.27222807,-127.6932446
HAZELTON CREEK,Coho,215,Middle Skeena,Skeena,494.0,3070,55.27222807,-127.6932446
HAZELTON CREEK,Pink (even),218,Middle-Upper Skeena (even),Skeena,494.0,4348,55.27222807,-127.6932446
HAZELWOOD CREEK,Lake sockeye,180,Babine/Onerka,Skeena,604.0,6536,55.12344395,-126.2680058
HEAD CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1959.0,4306,53.96425944,-130.336036
HEAD CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1959.0,5191,53.96425944,-130.336036
HEAD CREEK,Chum,220,Skeena Estuary,Skeena,1959.0,681,53.96425944,-130.336036
HEAD CREEK,Coho,225,Skeena Estuary,Skeena,1959.0,2787,53.96425944,-130.336036
HERMAN CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,508.0,5317,54.37965312,-128.6180107
HERMAN CREEK,Coho,202,Lower Skeena,Skeena,508.0,3081,54.37965312,-128.6180107
HERMAN CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,508.0,4358,54.37965312,-128.6180107
HEVENOR CREEK,Chum,214,Middle Skeena,Skeena,568.0,955,55.43153015,-127.7181423
HEVENOR CREEK,Chinook,217,Middle Skeena-Mainstem Tributaries,Skeena,568.0,1877,55.43153015,-127.7181423
HEVENOR CREEK,Pink (even),218,Middle-Upper Skeena (even),Skeena,568.0,4472,55.43153015,-127.7181423
HEVENOR CREEK,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,568.0,5459,55.43153015,-127.7181423
HEVENOR CREEK,Coho,215,Middle Skeena,Skeena,568.0,3291,55.43153015,-127.7181423
HODDER LAKE CREEK,Coho,215,Middle Skeena,Skeena,584.0,3306,55.731413,-128.4656329
HOT SPRING SLOUGH,Coho,202,Lower Skeena,Skeena,365.0,2883,54.36422467,-128.5510817
HOTSPRING CREEK,Coho,202,Lower Skeena,Skeena,512.0,3085,54.36521735,-128.5498691
HUMPBACK CREEK,Coho,225,Skeena Estuary,Skeena,1952.0,2781,54.07663667,-130.3765412
HUMPBACK CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1952.0,5184,54.07663667,-130.3765412
HUMPBACK CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1952.0,4299,54.07663667,-130.3765412
HUNT INLET CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1967.0,5086,54.05487901,-130.4466316
HUNT INLET CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1967.0,4197,54.05487901,-130.4466316
HUNT INLET CREEK,Coho,225,Skeena Estuary,Skeena,1967.0,2683,54.05487901,-130.4466316
IAN CREEK,Coho,202,Lower Skeena,Skeena,2353.0,2837,54.54935902,-128.9882055
ILLIANCE RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1760.0,4141,55.47520472,-129.4613371
IRONSIDE CREEK,Coho,215,Middle Skeena,Skeena,572.0,3295,55.57908675,-128.0449872
IRONSIDE CREEK,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,572.0,5463,55.57908675,-128.0449872
IRONSIDE CREEK,Pink (even),218,Middle-Upper Skeena (even),Skeena,572.0,4476,55.57908675,-128.0449872
JACKSON CREEK,River sockeye,216,Skeena River-High Interior (river-type),Skeena,2662.0,5776,55.81481752,-128.6952903
JOHANSON CREEK,Coho,231,Upper Skeena,Skeena,627.0,3158,56.6451417,-126.4961829
JOHANSON CREEK,Lake sockeye,194,Johanson,Skeena,627.0,6470,56.6451417,-126.4961829
JOHANSON CREEK,Chinook,212,Upper Skeena,Skeena,627.0,1817,56.6451417,-126.4961829
JOHNSTON CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,454.0,4429,53.85739685,-129.4909637
JOHNSTON CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,454.0,5403,53.85739685,-129.4909637
JOHNSTON CREEK,Lake sockeye,175,Johnston,Skeena,454.0,6491,53.85739685,-129.4909637
JOHNSTON CREEK,Chum,211,Lower Skeena,Skeena,454.0,887,53.85739685,-129.4909637
JOHNSTON CREEK,Chinook,205,Ecstall,Skeena,454.0,1845,53.85739685,-129.4909637
JOHNSTON CREEK,Coho,202,Lower Skeena,Skeena,454.0,3205,53.85739685,-129.4909637
JOHNSTON LAKE,Chum,211,Lower Skeena,Skeena,455.0,888,53.86487734,-129.480436
JOHNSTON LAKE,Pink (odd),209,Lower Skeena River (odd),Skeena,455.0,5404,53.86487734,-129.480436
JOHNSTON LAKE,Lake sockeye,175,Johnston,Skeena,455.0,6492,53.86487734,-129.480436
JOHNSTON LAKE,Coho,202,Lower Skeena,Skeena,455.0,3206,53.86487734,-129.480436
JOHNSTON LAKE,Chinook,205,Ecstall,Skeena,455.0,1846,53.86487734,-129.480436
KADEEN CREEK,Chum,211,Lower Skeena,Skeena,465.0,894,54.15924682,-129.1941735
KADEEN CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,465.0,5412,54.15924682,-129.1941735
KADEEN CREEK,Chinook,210,Lower Skeena,Skeena,465.0,1852,54.15924682,-129.1941735
KADEEN CREEK,Coho,202,Lower Skeena,Skeena,465.0,3215,54.15924682,-129.1941735
KADEEN CREEK,Lake sockeye,171,Alastair,Skeena,465.0,6495,54.15924682,-129.1941735
KASIKS RIVER,Chum,211,Lower Skeena,Skeena,459.0,890,54.29306503,-129.400776
KASIKS RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,459.0,4433,54.29306503,-129.400776
KASIKS RIVER,Coho,202,Lower Skeena,Skeena,459.0,3210,54.29306503,-129.400776
KASIKS RIVER,Chinook,210,Lower Skeena,Skeena,459.0,1848,54.29306503,-129.400776
KASIKS RIVER,Pink (odd),209,Lower Skeena River (odd),Skeena,459.0,5408,54.29306503,-129.400776
KASIKS RIVER,River sockeye,226,Skeena River (river-type),Skeena,459.0,6493,54.29306503,-129.400776
KATHLYN CREEK,Pink (even),218,Middle-Upper Skeena (even),Skeena,554.0,4465,54.79432328,-127.1629672
KATHLYN CREEK,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,554.0,5451,54.79432328,-127.1629672
KATHLYN CREEK,Coho,215,Middle Skeena,Skeena,554.0,3278,54.79432328,-127.1629672
KEW CREEK,Lake sockeye,180,Babine/Onerka,Skeena,609.0,6540,54.64459063,-125.8861338
KHUTZEYMATEEN RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1754.0,4135,54.62538889,-129.9001113
KHYEX RIVER,Chum,211,Lower Skeena,Skeena,456.0,889,54.23210941,-129.8048659
KHYEX RIVER,Pink (odd),209,Lower Skeena River (odd),Skeena,456.0,5405,54.23210941,-129.8048659
KHYEX RIVER,Chinook,210,Lower Skeena,Skeena,456.0,1847,54.23210941,-129.8048659
KHYEX RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,456.0,4430,54.23210941,-129.8048659
KHYEX RIVER,Coho,202,Lower Skeena,Skeena,456.0,3207,54.23210941,-129.8048659
KISPIOX RIVER,Chum,214,Middle Skeena,Skeena,566.0,953,55.34265265,-127.6933612
KISPIOX RIVER,River sockeye,226,Skeena River (river-type),Skeena,566.0,6518,55.34265265,-127.6933612
KISPIOX RIVER,Pink (even),218,Middle-Upper Skeena (even),Skeena,566.0,4470,55.34265265,-127.6933612
KISPIOX RIVER,Chinook,217,Middle Skeena-Mainstem Tributaries,Skeena,566.0,1875,55.34265265,-127.6933612
KISPIOX RIVER,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,566.0,5457,55.34265265,-127.6933612
KISPIOX RIVER,Coho,215,Middle Skeena,Skeena,566.0,3289,55.34265265,-127.6933612
KITKATLA CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1964.0,5083,53.93135589,-130.5881118
KITKATLA CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1964.0,4194,53.93135589,-130.5881118
KITKATLA CREEK,Chum,220,Skeena Estuary,Skeena,1964.0,578,53.93135589,-130.5881118
KITSAULT RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1762.0,4143,55.47998923,-129.4813689
KITSEGUECLA RIVER,River sockeye,226,Skeena River (river-type),Skeena,537.0,6451,55.09193168,-127.8273722
KITSEGUECLA RIVER,Chinook,217,Middle Skeena-Mainstem Tributaries,Skeena,537.0,1806,55.09193168,-127.8273722
KITSEGUECLA RIVER,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,537.0,5331,55.09193168,-127.8273722
KITSEGUECLA RIVER,Chum,214,Middle Skeena,Skeena,537.0,815,55.09193168,-127.8273722
KITSEGUECLA RIVER,Pink (even),218,Middle-Upper Skeena (even),Skeena,537.0,4371,55.09193168,-127.8273722
KITSEGUECLA RIVER,Coho,215,Middle Skeena,Skeena,537.0,3109,55.09193168,-127.8273722
KITSUMKALUM LAKE,Lake sockeye,176,Kitsumkalum,Skeena,519.0,6442,54.72294736,-128.776996
KITSUMKALUM RIVER - LOWER,Pink (odd),209,Lower Skeena River (odd),Skeena,521.0,5325,54.52042482,-128.661422
KITSUMKALUM RIVER - LOWER,Chum,211,Lower Skeena,Skeena,521.0,812,54.52042482,-128.661422
KITSUMKALUM RIVER - LOWER,Coho,202,Lower Skeena,Skeena,521.0,3093,54.52042482,-128.661422
KITSUMKALUM RIVER - LOWER,Chinook,207,Kalum-Late,Skeena,521.0,1794,54.52042482,-128.661422
KITSUMKALUM RIVER - LOWER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,521.0,4365,54.52042482,-128.661422
KITSUMKALUM RIVER - UPPER,Coho,202,Lower Skeena,Skeena,520.0,3092,54.81422392,-128.7846013
KITSUMKALUM RIVER - UPPER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,520.0,4364,54.81422392,-128.7846013
KITSUMKALUM RIVER - UPPER,Chinook,207,Kalum-Late,Skeena,520.0,1793,54.81422392,-128.7846013
KITSUMKALUM RIVER - UPPER,Lake sockeye,176,Kitsumkalum,Skeena,520.0,6443,54.81422392,-128.7846013
KITSUMKALUM RIVER - UPPER,Chum,211,Lower Skeena,Skeena,520.0,811,54.81422392,-128.7846013
KITSUNS CREEK,River sockeye,226,Skeena River (river-type),Skeena,539.0,6452,55.02330158,-127.7456101
KITWANGA RIVER,Chum,214,Middle Skeena,Skeena,488.0,805,55.10186836,-128.0862947
KITWANGA RIVER,Pink (odd),213,Middle-Upper Skeena (odd),Skeena,488.0,5302,55.10186836,-128.0862947
KITWANGA RIVER,Coho,215,Middle Skeena,Skeena,488.0,3066,55.10186836,-128.0862947
KITWANGA RIVER,Lake sockeye,183,Gitanyow (Kitwanga/Kitwancool),Skeena,488.0,6425,55.10186836,-128.0862947
KITWANGA RIVER,Chinook,217,Middle Skeena-Mainstem Tributaries,Skeena,488.0,1778,55.10186836,-128.0862947
KITWANGA RIVER,Pink (even),218,Middle-Upper Skeena (even),Skeena,488.0,4342,55.10186836,-128.0862947
KLEANZA CREEK,Chinook,210,Lower Skeena,Skeena,477.0,1812,54.59564454,-128.4102586
KLEANZA CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,477.0,5351,54.59564454,-128.4102586
KLEANZA CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,477.0,4382,54.59564454,-128.4102586
KLEANZA CREEK,River sockeye,226,Skeena River (river-type),Skeena,477.0,6458,54.59564454,-128.4102586
KLEANZA CREEK,Chum,211,Lower Skeena,Skeena,477.0,852,54.59564454,-128.4102586
KLEANZA CREEK,Coho,202,Lower Skeena,Skeena,477.0,3148,54.59564454,-128.4102586
KLOIYA RIVER,Coho,225,Skeena Estuary,Skeena,1732.0,2612,54.24857295,-130.188594
KLOIYA RIVER,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1732.0,5010,54.24857295,-130.188594
KLOIYA RIVER,Chinook,224,Skeena Estuary,Skeena,1732.0,1560,54.24857295,-130.188594
KLOIYA RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1732.0,4115,54.24857295,-130.188594
KLOIYA RIVER,Chum,220,Skeena Estuary,Skeena,1732.0,507,54.24857295,-130.188594
KLUAKAZ CREEK,Coho,231,Upper Skeena,Skeena,17904.0,3768,57.10916608,-128.6636624
KLUATANTAN RIVER,Lake sockeye,195,Kluatantan,Skeena,501.0,6429,56.82963392,-128.1487915
KLUATANTAN RIVER,Chinook,212,Upper Skeena,Skeena,501.0,1785,56.82963392,-128.1487915
KLUAYAZ CREEK,Coho,231,Upper Skeena,Skeena,503.0,3076,57.01181544,-128.1962664
KLUAYAZ CREEK,Lake sockeye,196,Kluayaz,Skeena,503.0,6430,57.01181544,-128.1962664
KLUAYAZ CREEK,Chinook,212,Upper Skeena,Skeena,503.0,1786,57.01181544,-128.1962664
KSEMAMAITH CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,642.0,4397,55.09674672,-129.4135622
KSGA'MAAL,Pink (even),219,Nass-Skeena Estuary (even),Skeena,650.0,4404,55.21459582,-129.1492559
KSGYUKWSA'A,Pink (even),219,Nass-Skeena Estuary (even),Skeena,634.0,4392,54.95640542,-129.8678461
KSHWAN RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1764.0,4145,55.63021568,-129.80705
KSI GINGOLX,Pink (even),219,Nass-Skeena Estuary (even),Skeena,630.0,4388,54.99629022,-129.9623625
KSI HLGINX,Pink (even),219,Nass-Skeena Estuary (even),Skeena,661.0,4412,54.99272935,-129.6299029
KSI MAT'IN,Pink (even),219,Nass-Skeena Estuary (even),Skeena,641.0,4396,55.08598804,-129.4178316
KSI SGASGINIST,Pink (even),219,Nass-Skeena Estuary (even),Skeena,655.0,4409,55.27678677,-129.0636767
KSI SII AKS,Pink (even),219,Nass-Skeena Estuary (even),Skeena,651.0,4405,55.22207718,-129.1069917
KSI SII AKS 2,Pink (even),219,Nass-Skeena Estuary (even),Skeena,652.0,4406,55.21838115,-129.1270262
KSI TS'OOHL TS'AP,Pink (even),219,Nass-Skeena Estuary (even),Skeena,647.0,4401,55.16497914,-129.2800941
KSI TS'OOHL TS'AP 2,Pink (even),219,Nass-Skeena Estuary (even),Skeena,648.0,4402,55.16368389,-129.2906309
KSI X'ANMAS,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1756.0,4137,54.77545779,-130.1500586
KUBAS CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,3550.0,4776,53.88743904,-130.1248864
KUBAS CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,3550.0,3777,53.88743904,-130.1248864
KWINITSA CREEK,Coho,202,Lower Skeena,Skeena,458.0,3209,54.22123106,-129.5778154
KWINITSA CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,458.0,5407,54.22123106,-129.5778154
KWINITSA CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,458.0,4432,54.22123106,-129.5778154
LA HOU CREEK,Chum,220,Skeena Estuary,Skeena,1739.0,513,54.49823825,-130.4394245
LA HOU CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1739.0,4122,54.49823825,-130.4394245
LA HOU CREEK,Coho,225,Skeena Estuary,Skeena,1739.0,2619,54.49823825,-130.4394245
LA HOU CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1739.0,5016,54.49823825,-130.4394245
LACHMACH RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1748.0,4129,54.30171024,-129.9797091
LAKELSE RIVER,Chinook,227,Lakelse,Skeena,505.0,1788,54.44298769,-128.7816199
LAKELSE RIVER,River sockeye,226,Skeena River (river-type),Skeena,505.0,6432,54.44298769,-128.7816199
LAKELSE RIVER,Pink (odd),209,Lower Skeena River (odd),Skeena,505.0,5314,54.44298769,-128.7816199
LAKELSE RIVER,Pink (even),219,Nass-Skeena Estuary (even),Skeena,505.0,4355,54.44298769,-128.7816199
LAKELSE RIVER,Chum,211,Lower Skeena,Skeena,505.0,809,54.44298769,-128.7816199
LAKELSE RIVER,Coho,202,Lower Skeena,Skeena,505.0,3078,54.44298769,-128.7816199
LARCH CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1753.0,4134,54.60181252,-129.9360311
LEAN-TO CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,524.0,5328,54.62084434,-128.6804446
LEAN-TO CREEK,Chinook,207,Kalum-Late,Skeena,524.0,1797,54.62084434,-128.6804446
LEAN-TO CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,524.0,4368,54.62084434,-128.6804446
LEAN-TO CREEK,Coho,202,Lower Skeena,Skeena,524.0,3096,54.62084434,-128.6804446
LEGATE CREEK,Coho,202,Lower Skeena,Skeena,2100.0,2867,54.74922699,-128.2656461
LEVERSON CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1749.0,4130,54.33103755,-129.9830646
LIMONITE CREEK,Coho,202,Lower Skeena,Skeena,536.0,3108,54.49955883,-127.942568
LIMONITE CREEK,Chinook,229,Zymoetz,Skeena,536.0,1805,54.49955883,-127.942568
LITTLE FISH CREEK,Coho,215,Middle Skeena,Skeena,578.0,3300,55.62796418,-128.1848966
LITTLE USELESS CREEK,Chum,220,Skeena Estuary,Skeena,1965.0,579,54.02851403,-130.5755213
LITTLE USELESS CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1965.0,4195,54.02851403,-130.5755213
LITTLE USELESS CREEK,Pink (odd),223,Nass-Skeena Estuary (odd),Skeena,1965.0,5084,54.02851403,-130.5755213
LITTLE USELESS CREEK,Coho,225,Skeena Estuary,Skeena,1965.0,2681,54.02851403,-130.5755213
LIZARD CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1769.0,4149,54.85023589,-130.2747837
LOCKERBY CREEK,Coho,202,Lower Skeena,Skeena,451.0,3204,53.91778339,-129.650664
LOCKERBY CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,451.0,5400,53.91778339,-129.650664
LOCKERBY CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,451.0,4426,53.91778339,-129.650664
LOCKERBY CREEK,Chum,211,Lower Skeena,Skeena,451.0,885,53.91778339,-129.650664
LOWRIE CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,479.0,5353,54.64682772,-128.3994649
LOWRIE CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,479.0,4384,54.64682772,-128.3994649
LUNCHEON CREEK,Coho,202,Lower Skeena,Skeena,2343.0,2828,54.6374877,-128.7164127
MADELINE CREEK,Coho,202,Lower Skeena,Skeena,449.0,3203,53.99606783,-129.792766
MADELINE CREEK,Chum,211,Lower Skeena,Skeena,449.0,883,53.99606783,-129.792766
MADELINE CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,449.0,4424,53.99606783,-129.792766
MADELINE CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,449.0,5398,53.99606783,-129.792766
MAGAR CREEK,Coho,202,Lower Skeena,Skeena,464.0,3214,54.19771457,-129.1954998
MAGAR CREEK,Pink (odd),209,Lower Skeena River (odd),Skeena,464.0,5411,54.19771457,-129.1954998
MAGAR CREEK,Chinook,210,Lower Skeena,Skeena,464.0,1851,54.19771457,-129.1954998
MAGAR CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,464.0,4436,54.19771457,-129.1954998
MAGAR CREEK,Chum,211,Lower Skeena,Skeena,464.0,893,54.19771457,-129.1954998
MANZANITA COVE CREEK,Pink (even),219,Nass-Skeena Estuary (even),Skeena,1771.0,4151,54.75446918,-130.4579041
MAXAN CREEK,Coho,215,Middle Skeena,Skeena,565.0,3288,54.38155478,-126.1255913
MAXAN CREEK,Chinook,221,Upper Bulkley River,Skeena,565.0,1874,54.38155478,-126.1255913
MAXAN CREEK,Lake sockeye,181,Bulkley/Maxan,Skeena,565.0,6517,54.38155478,-126.1255913
MAYO CREEK,Coho,202,Lower Skeena,Skeena,2346.0,2831,54.82663693,-128.8805996
MCCULLY CREEK,Chum,214,Middle Skeena,Skeena,569.0,956,55.49645734,-127.777912
